StudentID,Q1_Favorite_Subjects,Q2_Enjoyed_Activities,Q3_Strongest_Skills,Q4_Work_Style,Q5_Workplace_Preference,Q6_Exam_Readiness,Q7_Location_Preference,Q8_Career_Values,Q9_LongTerm_Goal,Q10_Academic_Background,Recommended_Course,Recommended_Career,Recommended_College_Type,Recommendation_Score
S00926,"Physics, Computer Science","Organizing Events, Reading","Leadership, Analysis",Both,Corporate Office,Maybe,Abroad,Balanced,Designer,Commerce-56%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.75
S00927,"Chemistry, Physics","Experiments, Solving Puzzles","Leadership, Analysis",Practical,Outdoors,No,India,Balanced,Manager,Commerce-47%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.65
S00928,"Accountancy, Economics","Reading, Debating","Financial Analysis, Analysis",Practical,Classroom,Yes,Abroad,Creativity & Freedom,Doctor,Science-88%,BBA,Business Analyst,Tier-1,0.94
S00929,"Biology, Maths","Reading, Experiments","Financial Analysis, Presentation",Theoretical,Classroom,Maybe,India,Creativity & Freedom,Scientist,Science-62%,B.Tech Civil,Civil Engineer,Tier-2,0.75
S00930,"Biology, Physics","Experiments, Solving Puzzles","Financial Analysis, Leadership",Practical,Startup,Yes,India,Creativity & Freedom,Engineer,Science-70%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.8
S00931,"Maths, Accountancy","Public Speaking, Organizing Events","Writing, Problem Solving",Both,Creative Studio,Yes,India,Creativity & Freedom,Artist,Vocational-75%,B.Tech CSE,Software Engineer,Tier-2,0.82
S00932,"Economics, Maths","Research, Debating","Creativity, Leadership",Practical,Classroom,Yes,India,Balanced,Engineer,Science-89%,B.Tech Mechanical,Mechanical Engineer,Tier-1,0.93
S00933,"Computer Science, Physics","Reading, Coding","Leadership, Presentation",Theoretical,Corporate Office,Maybe,India,Job Security,Lawyer,Arts-56%,Diploma in Design,Junior Designer,Tier-2,0.72
S00934,"Physics, Biology","Coding, Solving Puzzles","Writing, Programming",Practical,Outdoors,Yes,Flexible,Job Security,Lawyer,Commerce-73%,B.Tech CSE,Software Engineer,Tier-2,0.79
S00935,"Chemistry, Maths","Designing, Solving Puzzles","Financial Analysis, Creativity",Practical,Startup,No,Flexible,Balanced,Doctor,Commerce-55%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.72
S00936,"Physics, Chemistry","Coding, Reading","Problem Solving, Design Thinking",Practical,Classroom,Maybe,India,Job Security,Manager,Science-84%,B.Tech CSE,Software Engineer,Tier-2,0.86
S00937,"Maths, Computer Science","Organizing Events, Sports","Design Thinking, Teamwork",Theoretical,Outdoors,Maybe,Abroad,Balanced,Teacher,Science-90%,B.Tech Civil,Civil Engineer,Tier-2,0.94
S00938,"Design, Fine Arts","Debating, Solving Puzzles","Writing, Financial Analysis",Both,Research Lab,No,Abroad,Job Security,Lawyer,Commerce-72%,BA Political Science,Public Policy Analyst,Tier-2,0.8
S00939,"Computer Science, Chemistry","Coding, Solving Puzzles","Problem Solving, Financial Analysis",Theoretical,Outdoors,No,Abroad,Creativity & Freedom,Civil Servant,Commerce-73%,B.Tech CSE,Software Engineer,Tier-2,0.83
S00940,"Biology, Chemistry","Research, Public Speaking","Leadership, Presentation",Practical,Outdoors,Maybe,India,Balanced,Manager,Arts-63%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.78
S00941,"Design, Fine Arts","Sports, Helping Others","Leadership, Teamwork",Practical,NGO,Yes,Flexible,Balanced,Civil Servant,Science-89%,BFA,Artist/Designer,Tier-2,0.89
S00942,"Computer Science, Chemistry","Coding, Experiments","Programming, Teamwork",Practical,NGO,Yes,Flexible,Job Security,Scientist,Commerce-56%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.78
S00943,"Business Studies, Maths","Reading, Reading","Communication, Teamwork",Theoretical,NGO,Yes,Flexible,Job Security,Civil Servant,Science-98%,B.Tech IT,IT Engineer,Tier-1,0.99
S00944,"Economics, Computer Science","Solving Puzzles, Reading","Problem Solving, Analysis",Practical,Government Office,Yes,Abroad,Creativity & Freedom,Artist,Commerce-58%,B.Com (Hons),Financial Analyst,Tier-2,0.78
S00945,"Maths, Biology","Research, Designing","Analysis, Design Thinking",Theoretical,Startup,Maybe,India,Job Security,Entrepreneur,Science-84%,B.Tech IT,IT Engineer,Tier-2,0.89
S00946,"Maths, Accountancy","Experiments, Debating","Financial Analysis, Communication",Theoretical,Startup,Yes,India,Creativity & Freedom,Civil Servant,Science-60%,B.Tech CSE,Software Engineer,Tier-2,0.81
S00947,"Biology, Chemistry","Experiments, Coding","Research, Financial Analysis",Both,Government Office,No,India,Creativity & Freedom,Engineer,Science-89%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.95
S00948,"History, Political Science","Sports, Designing","Writing, Presentation",Practical,Government Office,Maybe,Abroad,Job Security,Data Scientist,Arts-66%,BA History,Researcher/Archivist,Tier-2,0.78
S00949,"Computer Science, Maths","Coding, Experiments","Analysis, Communication",Practical,Outdoors,Maybe,Abroad,Creativity & Freedom,Civil Servant,Vocational-61%,B.Tech CSE,Software Engineer,Tier-2,0.82
S00950,"Economics, Accountancy","Public Speaking, Coding","Communication, Problem Solving",Both,Corporate Office,Maybe,Flexible,Job Security,Teacher,Science-80%,BBA (Finance),Investment Analyst,Tier-1,0.87
S00951,"Accountancy, Maths","Sports, Research","Programming, Programming",Theoretical,Classroom,Maybe,Abroad,Job Security,Lawyer,Commerce-80%,B.Tech CSE,Software Engineer,Tier-2,0.85
S00952,"Physics, Biology","Solving Puzzles, Coding","Financial Analysis, Analysis",Both,Startup,Yes,India,Job Security,Artist,Science-73%,B.Tech CSE,Software Engineer,Tier-2,0.8
S00953,"History, Psychology","Coding, Research","Problem Solving, Presentation",Theoretical,Startup,Yes,Flexible,Balanced,Civil Servant,Commerce-66%,BA Economics,Economist/Analyst,Tier-2,0.81
S00954,"Chemistry, Computer Science","Solving Puzzles, Research","Creativity, Presentation",Practical,Corporate Office,No,Flexible,Job Security,Artist,Science-55%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.71
S00955,"Maths, Business Studies","Research, Designing","Design Thinking, Design Thinking",Both,Corporate Office,No,India,Balanced,Doctor,Science-62%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.74
S00956,"Business Studies, Economics","Research, Organizing Events","Creativity, Leadership",Practical,Government Office,Yes,India,Creativity & Freedom,Manager,Arts-58%,BBA (Finance),Investment Analyst,Tier-2,0.75
S00957,"Biology, Maths","Research, Research","Leadership, Programming",Practical,Creative Studio,No,India,Job Security,Doctor,Science-72%,B.Tech CSE,Software Engineer,Tier-2,0.87
S00958,"Biology, Physics","Experiments, Coding","Presentation, Financial Analysis",Practical,Government Office,Maybe,Abroad,Balanced,Manager,Commerce-49%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.72
S00959,"Maths, Biology","Research, Experiments","Writing, Programming",Theoretical,Government Office,Maybe,Flexible,Job Security,Artist,Commerce-47%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.67
S00960,"Fine Arts, Design","Experiments, Designing","Research, Creativity",Practical,Research Lab,Maybe,Abroad,Creativity & Freedom,Doctor,Arts-90%,BA Political Science,Public Policy Analyst,Tier-2,0.93
S00961,"Political Science, Design","Designing, Coding","Problem Solving, Analysis",Practical,Research Lab,Yes,India,Job Security,Scientist,Science-67%,BA Political Science,Public Policy Analyst,Tier-2,0.77
S00962,"Chemistry, Maths","Public Speaking, Debating","Leadership, Research",Both,NGO,No,Abroad,Job Security,Civil Servant,Vocational-43%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.7
S00963,"Maths, Biology","Organizing Events, Solving Puzzles","Leadership, Programming",Theoretical,Outdoors,No,Abroad,Job Security,Teacher,Commerce-66%,B.Tech CSE,Software Engineer,Tier-2,0.81
S00964,"Maths, Economics","Helping Others, Organizing Events","Writing, Analysis",Both,Government Office,Maybe,India,Creativity & Freedom,Data Scientist,Vocational-44%,B.Com,Accountant,Tier-2,0.66
S00965,"Chemistry, Maths","Experiments, Experiments","Problem Solving, Analysis",Both,NGO,No,Flexible,Creativity & Freedom,Data Scientist,Arts-84%,BFA,Artist/Designer,Tier-2,0.87
S00966,"Computer Science, Chemistry","Experiments, Solving Puzzles","Problem Solving, Leadership",Theoretical,NGO,Yes,Abroad,Balanced,Engineer,Science-59%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.71
S00967,"Computer Science, Maths","Solving Puzzles, Experiments","Teamwork, Programming",Practical,Creative Studio,Maybe,India,Creativity & Freedom,Doctor,Science-64%,B.Tech CSE,Software Engineer,Tier-2,0.77
S00968,"Design, Political Science","Drawing, Helping Others","Analysis, Research",Theoretical,Outdoors,Maybe,India,Balanced,Data Scientist,Science-96%,BA Economics,Economist/Analyst,Tier-2,0.99
S00969,"Computer Science, Maths","Experiments, Coding","Teamwork, Analysis",Both,Corporate Office,No,Abroad,Job Security,Entrepreneur,Science-51%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.66
S00970,"Chemistry, Biology","Sports, Reading","Programming, Communication",Both,NGO,No,India,Creativity & Freedom,Civil Servant,Science-95%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.95
S00971,"Accountancy, Economics","Drawing, Coding","Problem Solving, Analysis",Both,NGO,No,India,Creativity & Freedom,Scientist,Commerce-85%,BBA (Finance),Investment Analyst,Tier-1,0.92
S00972,"Maths, Physics","Organizing Events, Designing","Creativity, Creativity",Both,Research Lab,No,India,Job Security,Entrepreneur,Science-83%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.94
S00973,"Maths, Computer Science","Sports, Drawing","Teamwork, Analysis",Practical,NGO,No,Flexible,Job Security,Designer,Science-75%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.85
S00974,"Chemistry, Biology","Solving Puzzles, Drawing","Writing, Leadership",Practical,Corporate Office,Maybe,Flexible,Balanced,Doctor,Science-94%,Diploma in Design,Junior Designer,Tier-2,0.96
S00975,"Chemistry, Computer Science","Helping Others, Public Speaking","Analysis, Analysis",Theoretical,Classroom,Yes,Flexible,Creativity & Freedom,Civil Servant,Science-95%,B.Tech Civil,Civil Engineer,Tier-1,0.98
S00976,"Computer Science, Physics","Reading, Debating","Design Thinking, Research",Practical,Government Office,Maybe,India,Balanced,Lawyer,Commerce-55%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.7
S00977,"Computer Science, Accountancy","Public Speaking, Public Speaking","Analysis, Programming",Theoretical,Research Lab,Yes,Flexible,Creativity & Freedom,Lawyer,Science-66%,B.Tech CSE,Software Engineer,Tier-2,0.81
S00978,"Biology, Computer Science","Reading, Solving Puzzles","Creativity, Problem Solving",Theoretical,Startup,Maybe,India,Job Security,Data Scientist,Commerce-64%,B.Tech CSE,Software Engineer,Tier-2,0.82
S00979,"Computer Science, Accountancy","Research, Experiments","Problem Solving, Financial Analysis",Both,Outdoors,Maybe,Abroad,Job Security,Designer,Science-50%,BBA,Business Analyst,Tier-2,0.73
S00980,"Political Science, Design","Research, Reading","Presentation, Analysis",Theoretical,Classroom,Maybe,India,Creativity & Freedom,Civil Servant,Commerce-63%,BA History,Researcher/Archivist,Tier-2,0.74
S00981,"Physics, Computer Science","Drawing, Solving Puzzles","Problem Solving, Writing",Practical,Creative Studio,No,Abroad,Balanced,Data Scientist,Vocational-46%,Diploma in IT,IT Support/Technician,Tier-2,0.66
S00982,"Maths, Accountancy","Solving Puzzles, Public Speaking","Teamwork, Financial Analysis",Practical,Creative Studio,Yes,India,Creativity & Freedom,Entrepreneur,Science-63%,B.Tech CSE,Software Engineer,Tier-2,0.8
S00983,"Economics, Maths","Designing, Coding","Leadership, Communication",Both,Outdoors,No,Flexible,Balanced,Designer,Science-51%,BBA (Finance),Investment Analyst,Tier-2,0.66
S00984,"Business Studies, Economics","Reading, Sports","Teamwork, Problem Solving",Practical,NGO,No,Abroad,Creativity & Freedom,Entrepreneur,Vocational-76%,B.Com,Accountant,Tier-1,0.87
S00985,"Fine Arts, Psychology","Research, Experiments","Leadership, Design Thinking",Theoretical,Corporate Office,Maybe,Abroad,Job Security,Artist,Commerce-45%,BA Economics,Economist/Analyst,Tier-2,0.71
S00986,"Design, Psychology","Drawing, Debating","Presentation, Creativity",Practical,Creative Studio,No,India,Balanced,Lawyer,Science-80%,BA Psychology,Counselor/HR,Tier-2,0.85
S00987,"Accountancy, Business Studies","Designing, Research","Financial Analysis, Analysis",Theoretical,Research Lab,Maybe,Abroad,Creativity & Freedom,Civil Servant,Vocational-89%,B.Com (Hons),Financial Analyst,Tier-1,0.9
S00988,"Maths, Computer Science","Research, Reading","Creativity, Design Thinking",Theoretical,Research Lab,No,Abroad,Balanced,Civil Servant,Science-84%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.94
S00989,"Chemistry, Maths","Designing, Solving Puzzles","Writing, Teamwork",Both,Classroom,Yes,Abroad,Job Security,Designer,Commerce-78%,B.Tech CSE,Software Engineer,Tier-2,0.88
S00990,"Computer Science, Chemistry","Experiments, Sports","Presentation, Programming",Theoretical,NGO,Yes,Abroad,Balanced,Lawyer,Commerce-70%,B.Tech CSE,Software Engineer,Tier-2,0.82
S00991,"Political Science, Fine Arts","Research, Reading","Presentation, Design Thinking",Practical,Outdoors,Maybe,Flexible,Creativity & Freedom,Entrepreneur,Arts-88%,BA History,Researcher/Archivist,Tier-2,0.95
S00992,"Psychology, History","Experiments, Solving Puzzles","Creativity, Writing",Practical,Classroom,No,India,Balanced,Manager,Science-62%,BA Economics,Economist/Analyst,Tier-2,0.72
S00993,"Chemistry, Computer Science","Solving Puzzles, Drawing","Writing, Research",Practical,Classroom,No,Flexible,Creativity & Freedom,Doctor,Commerce-64%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.77
S00994,"Biology, Computer Science","Drawing, Sports","Research, Problem Solving",Theoretical,Government Office,No,India,Creativity & Freedom,Civil Servant,Arts-64%,B.Tech CSE,Software Engineer,Tier-2,0.81
S00995,"Computer Science, Maths","Research, Coding","Teamwork, Problem Solving",Theoretical,Startup,No,Abroad,Balanced,Engineer,Science-96%,B.Tech CSE,Software Engineer,Tier-2,0.99
S00996,"Economics, Maths","Coding, Sports","Leadership, Design Thinking",Theoretical,Corporate Office,No,Abroad,Balanced,Civil Servant,Science-76%,B.Tech CSE,Software Engineer,Tier-2,0.81
S00997,"Physics, Biology","Solving Puzzles, Public Speaking","Communication, Research",Theoretical,Classroom,Maybe,Flexible,Balanced,Doctor,Science-57%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.71
S00998,"Chemistry, Physics","Organizing Events, Research","Analysis, Teamwork",Practical,Research Lab,Yes,India,Creativity & Freedom,Civil Servant,Science-74%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.8
S00999,"Maths, Biology","Experiments, Research","Research, Programming",Both,Startup,Yes,India,Job Security,Entrepreneur,Commerce-83%,B.Tech CSE,Software Engineer,Tier-2,0.9
S01000,"Maths, Biology","Coding, Research","Programming, Presentation",Theoretical,Startup,No,Abroad,Job Security,Teacher,Science-94%,B.Tech CSE,Software Engineer,Tier-2,0.96
S01001,"Maths, Computer Science","Research, Reading","Programming, Leadership",Practical,Startup,Yes,India,Job Security,Data Scientist,Science-62%,B.Tech CSE,Software Engineer,Tier-2,0.77
S01002,"Fine Arts, Psychology","Experiments, Drawing","Design Thinking, Financial Analysis",Practical,Classroom,Yes,Flexible,Job Security,Artist,Science-69%,BA History,Researcher/Archivist,Tier-2,0.84
S01003,"Maths, Physics","Coding, Drawing","Programming, Financial Analysis",Theoretical,Corporate Office,No,India,Creativity & Freedom,Artist,Arts-91%,B.Tech CSE,Software Engineer,Tier-2,0.96
S01004,"Chemistry, Physics","Designing, Reading","Programming, Financial Analysis",Both,Startup,Yes,Flexible,Job Security,Designer,Science-98%,B.Tech CSE,Software Engineer,Tier-1,0.94
S01005,"Economics, Business Studies","Debating, Sports","Teamwork, Financial Analysis",Theoretical,Outdoors,No,Abroad,Job Security,Scientist,Science-70%,BBA (Finance),Investment Analyst,Tier-1,0.77
S01006,"Accountancy, Maths","Experiments, Experiments","Presentation, Communication",Theoretical,Classroom,Maybe,Flexible,Job Security,Artist,Commerce-63%,B.Tech Civil,Civil Engineer,Tier-2,0.81
S01007,"Physics, Biology","Solving Puzzles, Public Speaking","Creativity, Communication",Both,Corporate Office,No,Abroad,Creativity & Freedom,Teacher,Science-71%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.86
S01008,"Accountancy, Maths","Organizing Events, Research","Teamwork, Programming",Both,Research Lab,No,Abroad,Job Security,Civil Servant,Vocational-74%,B.Tech CSE,Software Engineer,Tier-2,0.85
S01009,"Accountancy, Computer Science","Public Speaking, Organizing Events","Design Thinking, Programming",Practical,Government Office,No,India,Balanced,Artist,Science-69%,B.Tech CSE,Software Engineer,Tier-2,0.78
S01010,"Biology, Maths","Public Speaking, Organizing Events","Teamwork, Financial Analysis",Both,Outdoors,Maybe,India,Balanced,Teacher,Science-93%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.98
S01011,"Business Studies, Maths","Reading, Organizing Events","Communication, Creativity",Both,Creative Studio,Maybe,India,Job Security,Data Scientist,Arts-61%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.8
S01012,"Fine Arts, Political Science","Reading, Experiments","Presentation, Writing",Both,NGO,Maybe,Abroad,Job Security,Teacher,Commerce-61%,BA Economics,Economist/Analyst,Tier-2,0.81
S01013,"Design, History","Drawing, Debating","Design Thinking, Writing",Theoretical,NGO,Maybe,Flexible,Creativity & Freedom,Designer,Commerce-57%,BA Political Science,Public Policy Analyst,Tier-2,0.7
S01014,"Biology, Physics","Research, Reading","Teamwork, Analysis",Practical,Research Lab,Yes,India,Creativity & Freedom,Doctor,Science-54%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.68
S01015,"Business Studies, Economics","Reading, Research","Financial Analysis, Teamwork",Practical,Corporate Office,Maybe,Flexible,Job Security,Doctor,Science-89%,B.Com (Hons),Financial Analyst,Tier-1,0.91
S01016,"Chemistry, Maths","Research, Solving Puzzles","Leadership, Communication",Practical,Government Office,Yes,India,Creativity & Freedom,Artist,Commerce-46%,Diploma in Design,Junior Designer,Tier-2,0.64
S01017,"Accountancy, Maths","Debating, Reading","Leadership, Problem Solving",Theoretical,Outdoors,Yes,Abroad,Balanced,Entrepreneur,Arts-54%,B.Com (Hons),Financial Analyst,Tier-2,0.68
S01018,"Maths, Biology","Coding, Experiments","Leadership, Analysis",Practical,Startup,No,Flexible,Creativity & Freedom,Civil Servant,Science-74%,B.Tech IT,IT Engineer,Tier-2,0.87
S01019,"Maths, Chemistry","Research, Reading","Programming, Programming",Theoretical,Government Office,Yes,Abroad,Balanced,Data Scientist,Science-78%,B.Tech CSE,Software Engineer,Tier-2,0.88
S01020,"Physics, Biology","Designing, Coding","Programming, Teamwork",Practical,Government Office,No,Abroad,Creativity & Freedom,Artist,Commerce-59%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.76
S01021,"Physics, Chemistry","Solving Puzzles, Experiments","Presentation, Problem Solving",Theoretical,Government Office,No,Abroad,Job Security,Civil Servant,Science-78%,B.Tech CSE,Software Engineer,Tier-2,0.91
S01022,"Maths, Computer Science","Experiments, Helping Others","Analysis, Writing",Theoretical,Research Lab,Yes,India,Balanced,Manager,Commerce-78%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.9
S01023,"Fine Arts, History","Drawing, Debating","Creativity, Presentation",Practical,Startup,Maybe,Flexible,Balanced,Doctor,Science-83%,BA Political Science,Public Policy Analyst,Tier-2,0.89
S01024,"Biology, Maths","Designing, Debating","Problem Solving, Design Thinking",Practical,Startup,Yes,India,Balanced,Doctor,Commerce-95%,BDS,Dentist,Tier-1,0.95
S01025,"Biology, Chemistry","Debating, Coding","Programming, Leadership",Both,Startup,Yes,India,Creativity & Freedom,Entrepreneur,Commerce-94%,BHMS,Homeopathy Doctor,Tier-1,0.97
S01026,"Chemistry, Computer Science","Designing, Debating","Problem Solving, Financial Analysis",Practical,Creative Studio,Maybe,India,Balanced,Designer,Arts-65%,B.Tech CSE,Software Engineer,Tier-2,0.75
S01027,"Chemistry, Computer Science","Experiments, Solving Puzzles","Design Thinking, Problem Solving",Theoretical,Creative Studio,No,India,Creativity & Freedom,Entrepreneur,Commerce-90%,B.Tech CSE,Software Engineer,Tier-2,0.95
S01028,"History, Design","Solving Puzzles, Coding","Design Thinking, Analysis",Both,NGO,Maybe,Abroad,Balanced,Designer,Commerce-78%,BFA,Artist/Designer,Tier-2,0.91
S01029,"Fine Arts, Design","Drawing, Helping Others","Programming, Teamwork",Practical,NGO,Yes,India,Job Security,Engineer,Commerce-68%,BA Political Science,Public Policy Analyst,Tier-2,0.77
S01030,"Design, Psychology","Helping Others, Designing","Problem Solving, Analysis",Theoretical,Outdoors,Yes,India,Creativity & Freedom,Manager,Arts-68%,BA Psychology,Counselor/HR,Tier-2,0.84
S01031,"Accountancy, Maths","Experiments, Helping Others","Problem Solving, Leadership",Theoretical,Creative Studio,No,Abroad,Creativity & Freedom,Civil Servant,Science-63%,B.Tech CSE,Software Engineer,Tier-2,0.77
S01032,"Chemistry, Physics","Organizing Events, Designing","Problem Solving, Analysis",Theoretical,Classroom,Maybe,Abroad,Job Security,Data Scientist,Science-82%,B.Tech CSE,Software Engineer,Tier-2,0.9
S01033,"Biology, Physics","Research, Designing","Leadership, Writing",Both,Research Lab,Yes,India,Job Security,Designer,Science-51%,Diploma in Design,Junior Designer,Tier-2,0.72
S01034,"Biology, Computer Science","Sports, Coding","Design Thinking, Research",Theoretical,Government Office,No,Abroad,Job Security,Designer,Commerce-73%,B.Tech Civil,Civil Engineer,Tier-2,0.83
S01035,"Computer Science, Economics","Helping Others, Coding","Analysis, Financial Analysis",Both,NGO,Maybe,Flexible,Balanced,Teacher,Science-98%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.95
S01036,"Biology, Chemistry","Coding, Research","Writing, Problem Solving",Practical,Outdoors,No,Flexible,Job Security,Scientist,Arts-49%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.7
S01037,"Chemistry, Physics","Solving Puzzles, Research","Problem Solving, Writing",Both,NGO,Yes,India,Creativity & Freedom,Entrepreneur,Arts-71%,BFA,Artist/Designer,Tier-2,0.84
S01038,"Fine Arts, Psychology","Designing, Experiments","Writing, Design Thinking",Both,Government Office,Maybe,Flexible,Creativity & Freedom,Designer,Science-93%,BA Psychology,Counselor/HR,Tier-2,0.96
S01039,"Computer Science, Chemistry","Experiments, Solving Puzzles","Problem Solving, Teamwork",Theoretical,Creative Studio,No,Flexible,Creativity & Freedom,Civil Servant,Vocational-65%,BFA,Artist/Designer,Tier-2,0.8
S01040,"Fine Arts, History","Designing, Solving Puzzles","Programming, Leadership",Practical,Outdoors,No,India,Job Security,Designer,Commerce-71%,BFA,Artist/Designer,Tier-2,0.82
S01041,"Physics, Chemistry","Designing, Organizing Events","Research, Financial Analysis",Practical,Government Office,Yes,Abroad,Creativity & Freedom,Scientist,Science-80%,B.Tech CSE,Software Engineer,Tier-2,0.87
S01042,"Biology, Computer Science","Coding, Organizing Events","Leadership, Teamwork",Theoretical,Outdoors,No,India,Balanced,Entrepreneur,Science-88%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.94
S01043,"History, Psychology","Drawing, Drawing","Presentation, Problem Solving",Practical,Classroom,No,India,Balanced,Manager,Science-53%,BA Economics,Economist/Analyst,Tier-2,0.72
S01044,"Maths, Computer Science","Research, Sports","Design Thinking, Creativity",Practical,Research Lab,No,Abroad,Job Security,Doctor,Vocational-45%,Diploma in IT,IT Support/Technician,Tier-2,0.68
S01045,"Political Science, Psychology","Reading, Experiments","Creativity, Writing",Both,Creative Studio,Maybe,Flexible,Job Security,Data Scientist,Science-54%,BFA,Artist/Designer,Tier-2,0.73
S01046,"Computer Science, Physics","Research, Organizing Events","Leadership, Presentation",Theoretical,Corporate Office,No,Abroad,Balanced,Entrepreneur,Commerce-73%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.88
S01047,"Biology, Computer Science","Experiments, Coding","Problem Solving, Writing",Both,Government Office,Yes,India,Creativity & Freedom,Entrepreneur,Commerce-47%,Diploma in IT,IT Support/Technician,Tier-2,0.64
S01048,"Political Science, History","Experiments, Solving Puzzles","Communication, Creativity",Theoretical,Government Office,Maybe,Abroad,Balanced,Artist,Commerce-72%,BFA,Artist/Designer,Tier-2,0.79
S01049,"Computer Science, Accountancy","Reading, Research","Financial Analysis, Problem Solving",Theoretical,Research Lab,No,India,Creativity & Freedom,Engineer,Science-66%,B.Tech CSE,Software Engineer,Tier-2,0.83
S01050,"Biology, Maths","Experiments, Solving Puzzles","Problem Solving, Analysis",Both,Classroom,Maybe,Abroad,Balanced,Entrepreneur,Science-60%,B.Tech CSE,Software Engineer,Tier-2,0.81
S01051,"Biology, Maths","Helping Others, Coding","Analysis, Communication",Practical,NGO,No,India,Balanced,Entrepreneur,Science-50%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.72
S01052,"Fine Arts, Psychology","Coding, Drawing","Design Thinking, Teamwork",Practical,Research Lab,No,Flexible,Balanced,Designer,Science-75%,BA Psychology,Counselor/HR,Tier-2,0.9
S01053,"Computer Science, Business Studies","Solving Puzzles, Drawing","Research, Presentation",Both,Creative Studio,Maybe,Abroad,Job Security,Teacher,Science-76%,B.Tech IT,IT Engineer,Tier-2,0.87
S01054,"Design, Psychology","Reading, Experiments","Design Thinking, Creativity",Practical,Government Office,Maybe,India,Creativity & Freedom,Teacher,Science-91%,BA Economics,Economist/Analyst,Tier-2,0.98
S01055,"Computer Science, Accountancy","Coding, Public Speaking","Problem Solving, Programming",Practical,Corporate Office,Yes,Abroad,Job Security,Scientist,Science-53%,B.Com,Accountant,Tier-2,0.75
S01056,"Computer Science, Biology","Coding, Public Speaking","Problem Solving, Presentation",Both,Creative Studio,Maybe,Flexible,Job Security,Civil Servant,Vocational-53%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.75
S01057,"Design, Fine Arts","Solving Puzzles, Public Speaking","Financial Analysis, Leadership",Practical,Classroom,Yes,Abroad,Balanced,Artist,Arts-41%,BA Economics,Economist/Analyst,Tier-2,0.61
S01058,"Accountancy, Business Studies","Sports, Helping Others","Financial Analysis, Writing",Theoretical,Research Lab,No,India,Balanced,Entrepreneur,Science-98%,B.Com (Hons),Financial Analyst,Tier-1,0.97
S01059,"Computer Science, Economics","Solving Puzzles, Helping Others","Problem Solving, Creativity",Practical,Outdoors,Yes,Abroad,Job Security,Engineer,Arts-61%,B.Tech CSE,Software Engineer,Tier-2,0.73
S01060,"Psychology, Design","Public Speaking, Drawing","Research, Financial Analysis",Both,Creative Studio,Yes,Abroad,Job Security,Lawyer,Science-62%,BA Psychology,Counselor/HR,Tier-2,0.82
S01061,"Computer Science, Economics","Solving Puzzles, Designing","Writing, Financial Analysis",Practical,Outdoors,No,Flexible,Creativity & Freedom,Doctor,Science-74%,B.Tech Civil,Civil Engineer,Tier-2,0.8
S01062,"Maths, Business Studies","Designing, Reading","Design Thinking, Communication",Both,Outdoors,Maybe,Abroad,Balanced,Civil Servant,Science-91%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.92
S01063,"Biology, Chemistry","Coding, Organizing Events","Analysis, Problem Solving",Both,Government Office,Maybe,Abroad,Creativity & Freedom,Doctor,Vocational-69%,Diploma in IT,IT Support/Technician,Tier-2,0.78
S01064,"Computer Science, Physics","Helping Others, Experiments","Research, Programming",Both,Government Office,Yes,Flexible,Job Security,Manager,Science-69%,B.Tech CSE,Software Engineer,Tier-2,0.82
